title,developer,url,group,monthlyUsers,totalUsers,rating,reviews,description
"Alibaba, 1688, AliExpress & Global Reverse Image Search API",dev00,https://apify.com/dev00/alibaba-1688-aliexpress-reverse-image-search-api?fpr=youssef,chinese-marketplaces,76,374,,0,"Reverse image search across Alibaba, 1688 & AliExpress. Upload any product photo and get up to 100 matching supplier listings with prices, images, and direct links"
Mercado Libre Listings Scraper,FalconScrape,https://apify.com/piotrv1001/mercado-libre-listings-scraper?fpr=youssef,global-marketplaces,76,323,,0,"The Mercado Libre Listings Scraper extracts product listings across all 18 LATAM Mercado Libre sites, capturing titles, prices, discounts, sellers, shipping, ratings, attributes, and full detail pages - ideal for price monitoring, market research, and catalog enrichment"
ImportYeti Scraper - US Import Records & Supplier Data,Zen Studio,https://apify.com/zen-studio/importyeti-scraper?fpr=youssef,other-ecommerce,75,493,5,2,"Extract supplier profiles, shipment records, and trade data from ImportYeti. Search by company, product, or address. 60+ fields per result: HS codes, shipping lanes, carriers, bills of lading, trading partners, and contact info. No login required"
Tiktok Shop Creators,Lemur,https://apify.com/lemur/tiktok-shop-creators?fpr=youssef,chinese-marketplaces,74,643,4.2,6,"TikTok Shop Creators - Gain powerful insights into TikTok Shop creators - their performance (GMV, units sold, engagement), audience, and content trends - all in one request"
Etsy Keyword Research + Reverse Keyword Tool,Yakugusa Yumitori,https://apify.com/yumitori/etsy-keyword-tool?fpr=youssef,ebay-etsy,74,223,,0,"Find the Etsy keywords actually worth chasing. Every term is scored on real demand (live carts, recent sales), competition and buyer intent, measured from Etsy instead of estimated. Reverse-keyword a competitor's listing or a whole shop to see the searches Etsy ties to them"
Amazon Product Search Scraper (),Iñigo Garcia Olaizola,https://apify.com/igolaizola/amazon-search?fpr=youssef,amazon,73,334,3,1,"search results for product titles, ASINs, prices, images, and URLs. Export clean Amazon product data to JSON, CSV or Excel for price monitoring, competitor research, ecommerce analysis, product discovery, and marketplace reports"
"AutoScout24 Scraper [] - 930K Cars, 9 Countries",Black Falcon Data,https://apify.com/blackfalcondata/autoscout24-scraper?fpr=youssef,other-ecommerce,73,261,5,2,"platform usage included. Scrape autoscout24.com - Europe's largest used-car market: Germany · Austria · Italy · Spain · France · Belgium · Netherlands · Luxembourg, plus Switzerland via autoscout24.ch. 930K+ listings with full specs and dealer contacts"
Amazon Product Search Scraper,PowerAI,https://apify.com/powerai/amazon-product-search-scraper?fpr=youssef,amazon,72,241,,0,"Powerful Amazon product search scraper that automatically extracts up to 10,000 products with comprehensive metadata. Includes price filters, sorting options, and detailed product information with automatic rate limit handling"
Vinted Smart Scraper - Cross-Country Arbitrage Scanner,KazKN,https://apify.com/kazkn/vinted-smart-scraper?fpr=youssef,global-marketplaces,71,937,5,5,"Find profitable Vinted arbitrage across 26 markets, compare buy-low / sell-higher country price gaps, schedule deal alerts, monitor sellers, and export structured data to CSV, API, or webhooks"
Amazon Reviews Scraper,Automation Lab,https://apify.com/automation-lab/amazon-reviews-scraper?fpr=youssef,amazon,70,1000,2.1,3,"Scrape Amazon product reviews for review monitoring - ratings, review text, verified purchase status, helpful votes, and review dates. Pair with Amazon price monitoring"
"MercadoLibre Scraper - Products, Prices & Reviews",Muhamed Didovic,https://apify.com/memo23/mercadolibre-scraper?fpr=youssef,global-marketplaces,69,250,5,2,"MercadoLibre and Mercado Livre scraper for Mexico, Brazil, Argentina, Colombia, Chile, Uruguay and Peru. Search a keyword, category or product URL. One row per listing with title, price, condition, rating, seller and images. Optional detail and reviews. Handles the bot gate. JSON, CSV or Excel"
Instagram Stories Scraper,IntroPix _,https://apify.com/intropix/instagram-stories-scraper?fpr=youssef,other-ecommerce,69,169,5,1,"Scrape Instagram stories with no login, no cookies, no OAuth. Reads age-restricted (18+) accounts that anonymous story viewers and scrapers cannot see: alcohol, vape, and nightlife brands. Fixed 22-field JSON per story.; failed lookups never charged"
AliExpress Listings Scraper,FalconScrape,https://apify.com/piotrv1001/aliexpress-listings-scraper?fpr=youssef,chinese-marketplaces,67,910,5.0,4,"The AliExpress Listings Scraper extracts product data from AliExpress search URLs, capturing images, titles, prices, stock status, and store details - ideal for market research, price tracking, and competitor analysis"
it Scraper | Italy Real Estate API,Azzouzana,https://apify.com/azzouzana/immobiliare-it-listing-page-scraper-by-search-url?fpr=youssef,other-ecommerce,67,674,5.0,10,"#1 Molto semplice! Inserisci il link alla pagina di ricerca e ottieni i risultati! Estrai rapidamente le informazioni dettagliate sugli immobili (titolo, descrizione, foto, valutazioni energetiche, prezzo, contatti, trasporti e altro) a basso costo, con esportazione in JSON, CSV, HTML, EXCEL"
Amazon Search Scraper,Amazon Scraper,https://apify.com/amazon-scraper/amazon-search-terms-scraper?fpr=youssef,amazon,65,331,3.3,2,"This Amazon Search Scraper allows you to scrape the products on Amazon. It extracts data from Amazon search pages in structured formats such as JSON, XML, CSV, or Excel"
Glassdoor Reviews Scraper - Most Comprehensive,Kai,https://apify.com/kaix/glassdoor-reviews-scraper?fpr=youssef,reviews,64,250,,0,"~ structured company review data from Glassdoor. Get ratings, pros/cons, employment details, translation data, and employer responses, all in one scrape"
Trustpilot Reviews API,John,https://apify.com/johnvc/trustpilot-reviews-api?fpr=youssef,reviews,63,65,,0,"Trustpilot business reviews as clean, structured JSON for reputation monitoring. Send company URLs and get review text, star rating, verified status, date of experience, reviewer location, company replies, and the full star breakdown. Pay per review, MCP-ready for Claude and AI agents"
Google Hotels Search Scraper,John,https://apify.com/johnvc/google-hotels-search-scraper?fpr=youssef,price-comparison,62,469,5.0,5,"Extract comprehensive hotel data from Google Hotels including prices, ratings, amenities, property details, and images. Supports advanced filtering, vacation rentals, localization, and multi-page pagination. Ideal for market research, price monitoring, and travel applications"
Google Maps Scraper,NanoScrape,https://apify.com/santamaria-automations/google-maps-scraper?fpr=youssef,reviews,61,864,5.0,3,"Scrape Google Maps for: 30+ fields, reviews, photos, hours, GPS. Enrich every result with 20+ optional add-ons: emails, phones, socials, LinkedIn, SSL, tech stack, SEO, AI contacts, jobs & icebreakers. All merged into ONE row per business. No dataset joins. MCP-ready for AI agents"
"Avito.ru Scraper - Listings, Prices, Sellers & 25+ Fields",Abot API,https://apify.com/abotapi/avito-ru-scraper?fpr=youssef,global-marketplaces,61,320,5,1,"Scrape structured listings from Avito.ru by region, category, filters, or direct URL. Automatically paginate through results and extract 25+ fields per listing, including price, full address, metro information, images, posting date, seller type, and verification badges"
Etsy Search Scraper 2026,devcake,https://apify.com/devcake/etsy-search-scraper?fpr=youssef,ebay-etsy,60,201,,0,"Scrape Etsy search results with optional product detail enrichment. Extract listings with prices, ratings, images, and full product details including description, tags, materials, and shipping info"
Etsy Reviews,datawizards,https://apify.com/hello.datawizards/etsy-reviews?fpr=youssef,ebay-etsy,59,455,5,2,Quickly extract detailed customer reviews from Etsy product listings. Perfect for Etsy sellers and analysts!
Mercado Livre Scraper,Gio,https://apify.com/gio21/mercado-livre-scraper?fpr=youssef,global-marketplaces,59,335,5,5,"Scrape products from Mercado Livre (mercadolivre.com.br) by keyword. Extract title, price, rating, reviews, seller, shipping, images, and product URL. Pay per result"
Amazon Search Scraper,Sachin Kumar Yadav,https://apify.com/igview-owner/amazon-search-scraper?fpr=youssef,amazon,58,610,,0,"Scrape Amazon search results by keyword. Get products, prices, ratings, badges, Prime and deals from 20+ marketplaces in clean, ready-to-use data"
Facebook Page Contact Scraper,SASWAVE,https://apify.com/saswave/facebook-company-page-scraper?fpr=youssef,reviews,57,671,5,5,"Collect informations at scale about: phone, email, page id, popular hours, openings, name, description, industry category, likes, followers, followings, ratings, website, social network links. Extract data from facebook company contact info page"
Sahibinden Search Scraper Pro | Extracts Phone Numbers,ClearPath,https://apify.com/clearpath/sahibinden-scraper-pro?fpr=youssef,other-ecommerce,56,347,4.4,4,"Extract phone numbers, prices, locations, photos, and seller details from Sahibinden listing, category, and search URLs. Get enriched classifieds data from cars, real estate, shopping, and more"
"OLX Brazil Scraper | Listings, Prices & Seller Data",SolidCode,https://apify.com/solidcode/olx-brazil-scraper?fpr=youssef,global-marketplaces,56,200,5,2,"[ ] Scrape OLX Brazil listings at scale. Extract titles, prices, descriptions, photos, seller details, location, and category data from Brazil's largest classifieds marketplace by keyword or URL"
Facebook Marketplace Scraper,Coder,https://apify.com/calm_builder/facebook-marketplace-scraper?fpr=youssef,global-marketplaces,55,346,5,8,"Scrape Facebook Marketplace listings by location, category, and filters. Extract titles, prices, images, descriptions, seller info, and posting time. Ideal for market research, price tracking, and lead generation"
TikTok Ads Scraper - Creative Center Top Ads,Khadin Akbar,https://apify.com/khadinakbar/tiktok-ads-scraper?fpr=youssef,other-ecommerce,55,246,,0,"Scrape TikTok Creative Center Top Ads. Get video URLs, brands, CTR tiers, Spark Ads, likes & creative intel. MCP/API-ready"
Naver Shopping Reviews Scraper,ВAH,https://apify.com/delicious_zebu/naver-shopping-reviews-scraper?fpr=youssef,reviews,54,115,5,8,"Scrape customer reviews from any Naver SmartStore or Brand Store product by URL: star rating, text, date, photos & videos, the option/SKU bought, repurchase & best-review flags, seller replies, and an AI review summary. Sort by ranking/latest/rating; filter by star, media, and more"
Google Lens API | Reverse Image and Visual Product Search,John,https://apify.com/johnvc/google-lens-api?fpr=youssef,other-ecommerce,54,91,5,1,"Google Lens API for reverse image search and visual product search. Upload images from your computer or send base64 from code, no public URL needed, up to 10 per run. Get similar results, product matches with prices, or every page carrying that exact image. Pay per result, MCP ready for AI agents"
Coupang KR URL Keyword and Review Scraper,Abot API,https://apify.com/abotapi/coupang-scraper?fpr=youssef,global-marketplaces,53,284,5,1,"Pull product listings from coupang.com via query, category, or URL. Returns 20+ structured fields including title, brand, price, discount, currency, rating, review count, images, product URL, delivery flags, availability, full description, and image gallery"
Facebook Marketplace [] Scraper,Black Falcon Data,https://apify.com/blackfalcondata/facebook-marketplace-scraper?fpr=youssef,global-marketplaces,53,168,,0,"Scrape facebook.com Marketplace listings by keyword, category or location with price, condition, radius and detail enrichment. Paste any Marketplace search or category URL, or browse a whole category without a keyword. No login required"
Free Google Shopping Scraper - Extract offers from any EAN/SKU,SR,https://apify.com/s-r/free-google-shopping-scraper---extract-offers-from-any-ean-sku?fpr=youssef,price-comparison,52,559,,0,"Grab all offers from all sellers of a Google Shopping EAN/SKU. Whether you're monitoring competitor prices, optimizing your pricing strategy, or tracking market trends, this scraper delivers the insights you need at scale"
